代码 / Code,名称 / Name,Name,代码 / Code,备注 / Notes,Notes
N19,其他自动化装置,Other automation devices,N10/19,自动化管理系统及其设备，自动报警系统及其设备等。应用同位素的报警装置入此。,"Automatic management system and its equipment, automatic alarm system and its equipment. The isotope alarm device is applied here."
N20,电工仪器、仪表综合,"Electrical instrument, instrumentation - general",N20/29,参数系列，设计导则，通用基础件、质量评定方法等。,"Parameter series, design guidelines, common basic parts, quality assessment methods, etc."
N21,电测模拟指示仪表,Electric measurement analog indicator,N20/29,安装式与携带式电流、电压、电阻、电频率、相位、同步、电功率等指示仪表。,"Installed and portable indicator instruments such as current, voltage, resistance, frequency, phase, synchronization, and power."
N22,电能测量和负荷控制系统,Electrical energy measurement and load control system,N20/29,常用交直流电度表、最高需量电度表，电子式电度表及电力定量器控制器、交费率、电力监控装置及测试系统等。,"Commonly used AC and DC power meter, the highest demand power meter, electronic power meter and power dispenser controller, delivery rates, power monitoring devices and test systems."
N23,数字显示仪表,Digital display instrument,N20/29,各种电量、非电量数字仪表、数字显示的机械式量具、量仪、光学仪器等。,"Various power, non-electricity digital meters, digital display mechanical gages, gauges, optical instruments, etc."
N24,测磁仪器,Magnetic measuring instrument,N20/29,磁感，磁场强度及磁通测量仪器等。,"Magnetic induction, magnetic field strength and magnetic flux measuring instruments."
N25,交直流电工仪器记录仪器,Ac and dc electrician instruments recording instruments,N20/29,电阻、电容、电感测量仪器，电桥、电位差计等。,"Resistance, capacitance, inductance measuring instruments, bridges, potentiometers, etc."
N26,综合测试系统,Comprehensive test system,N20/29,电量及非电量自动测试系统与分选装置等。,Electricity and non-electricity automatic test systems and sorting devices.
N27,记录仪器及光线示波器,Recording instrument and light oscilloscope,N20/29,磁电系统记录、电表、电动系统记录电表、光记录示波器等。,"Magnetosystem recording, electric meter, electric system recording meter, optical recording oscilloscope, etc."
N28,扩大量限和交换器,Expand limit and exchanger,N20/29,仪用电流、电压互感器、分流器、分压器，电流、电压交换器等。,"Instrument current, voltage transformers, shunts, voltage dividers, current, voltage switches, etc."
N29,电工参数检验及电源装置,Electrical parameters inspection and power supply device,N20/29,电工参数校验装置、稳定电源，电流、电压发生器等。仪表用电池入K82。,"Electrical parameters calibration device, stable power supply, current, voltage generator, etc. The meter uses batteries into the K82."
N30,光学仪器综合,Optical instrument - general,N30/39,参数系列，设计导则，通用基础件、质量评定方法，通用工艺等。,"Parameter series, design guidelines, general base parts, quality assessment methods, general processes, etc."
N31,望远镜、大地测量与航测仪器,"Telescopes, geodesy and aerial surveying instruments",N30/39,望远镜、观剧镜，经纬镜、水准仪、平板仪、测距仪，航测成套仪器及图象处理系统装备等。,"Telescopes, spectator mirrors, latitude and longitude mirrors, leveling instruments, flat-panel meters, range finder, aerial measurement equipment and image processing system equipment, etc."
N32,放大镜与显微镜,Magnifier and microscope,N30/39,,
N33,电子光学与其他物理光学仪器,Electro-optics and other physical optics,N30/39,电子显微镜，电子探针，分光光度计，摄谱仪，单色仪，光弹仪，色度计，以及平行光管，准直光管，干涉仪，光学传递函数测量仪等。,"Electron microscopes, electron probes, spectrophotometers, spectrographs, monochromators, photoelastics, colorimeters, and collimators, collimators, interferometers, optical transfer function meters, etc."
N34,光学计量仪器,Optical measuring instruments,N30/39,通用基础件及测量附件，光学计，分光光度头，测角仪，万能工具显微镜，座标测量机，测长仪、投影仪等。,"Universal basic parts and measuring accessories, optical meters, spectrophotometers, goniometers, universal tool microscopes, coordinate measuring machines, length measuring instruments, projectors, etc."
N35,光学测试仪器,Optical test equipment,N30/39,光学零部件、光学系统特性、光学材料测试仪器等。,"Optical components, optical system characteristics, optical material testing instruments, etc."
N38,光学设备,Optical equipment,N30/39,图象发生器，光刻机、曝光机、照相排字机、翻板机等。,"Image generator, lithography machine, exposure machine, phototypewriter, flipper and so on."
N40,电影、照相、缩微、复印设备综合,"Comprehensive film, photography, microfilming and copying equipment",N40/49,参数系列、通用基础件、质量评定方法通则等。,"Parameter series, universal basic parts, general rules for quality assessment methods, etc."
N41,制片设备,Production equipment,N40/49,胶片制作设备，电气摄影、录音设备，洗片、印片设备及其辅助设备，剪辑设备，护片设备等。,"Film production equipment, electrical photography, recording equipment, tablets, printing equipment and auxiliary equipment, editing equipment, protective equipment and so on."
N42,放映设备及其配件,Projection equipment and its accessories,N40/49,各种放映机，电影放映银幕，放映用灯源、反光碗等。,"Various projectors, film screenings, screenings, reflectors, etc."
N43,镜头,Lens,N40/49,放映镜头、摄影镜头、变焦距镜头、印片镜头等。,"Projection lenses, photographic lenses, zoom lenses, print lenses, etc."
N44,测试设备与检验片仪器,Test equipment and inspection sheet equipment,N40/49,胶片解象力、涂层、透射光、卷曲度、耐折度等测试仪器，密度仪、照度计、感光仪、银幕宽度计、镜头焦点清晰度检查仪，画面、声带等检验片等。,"Film resolution, coating, transmitted light, curl, bending degree and other test instruments, densitometer, illuminometer, sensitometer, screen width meter, lens focus sharpness tester, screen, vocal cords and other test pieces."
N45,投影器、幻灯机,"Projector, slide projector",N40/49,透射、反射投影器，圆盘、直线自动幻灯机，制片设备及辅助设备等。,"Transmissive and reflective projectors, discs, linear slide projectors, production equipment and auxiliary equipment, etc."
N46,照相机与照相器具,Cameras and photo instruments,N40/49,各种照相机、快门及三角架、闪光灯、放大机、彩色扩印设备、曝光表、印相机、切边机、上光机、显影罐等。,"Various cameras, shutters and tripods, flashlights, amplifiers, color printing equipment, exposure meters, printers, trimming machines, coating machines, and development tanks."
N47,缩微复印机械,Microfilming machinery,N40/49,缩微阅读设备，复印机、胶印机、制版机、誉印机、速印机及所用器材等。静电复印材料入G81。,"Micro-reading equipment, copiers, offset presses, platemaking machines, printing machines, speed printing machines and used equipment. Electrophotographic material into the G81."
N50,物质成份分析仪器与环境监测仪器综合,Comprehensive analysis of material composition analysis instruments and environmental monitoring instruments,N50/59,参数系列、气体分析、制备方法、环境试验、设计规程、工艺规范、通用基础件与质量评定方法等。,"Parameter series, gas analysis, preparation method, environmental test, design procedure, process specification, general basic parts and quality assessment methods, etc."
N51,物性分析仪器,Physical property analyzer,N50/59,密度、粘度、浓度、湿度、比重、pH值、浊度等分析仪器。,"Density, viscosity, concentration, humidity, specific gravity, pH, turbidity and other analytical instruments."
N52,色谱仪,Chromatograph,N50/59,气体、液体色谱仪、过程测量控制用工业色谱仪等。,"Gas chromatograph, industrial chromatograph for process measurement control, etc."
N53,电化学、热化学、光学式分析仪器,"Electrochemical, thermochemical, optical analytical instruments",N50/59,热导、电导、极谱、磁性、比色分析仪器等。,"Thermal conductivity, conductivity, polarography, magnetic, colorimetric analysis equipment."
N54,质谱仪、液谱仪、能谱仪及其联用装置,"Mass spectrometers, liquid spectrometers, energy spectrometers and their associated devices",N50/59,质谱仪，控磁共振液谱仪，质谱、色谱联用装置等。,"Mass spectrometers, magnetic resonance spectrometers, mass spectrometry, and chromatographic coupling devices."
N55,其他物质成份分析仪器,Other material composition analysis instruments,N50/59,油品分析仪器、采样器等。,"Oil analysis instruments, samplers, etc."
N56,环境监测仪器及其成套装置,Environmental monitoring instruments and their complete sets,N50/59,空气（包括各种粉尘测量仪，一氧化碳、硫化氢等有关有害气体测量仪）、水质监测仪器及其成套装置。,"Air (including various dust measuring instruments, carbon monoxide, hydrogen sulfide and other related harmful gas measuring instruments), water quality monitoring instruments and complete sets of equipment."
N60,实验室仪器与真空仪器综合,Laboratory instrument and vacuum instrument - general,N60/69,参数系列、设计导则，通用基础件与质量评定通则等。,"Parameter series, design guidelines, generic basic parts and quality assessment rules, etc."
N61,实验室基础设备,Laboratory basic equipment,N60/69,天平与砝码，离心机与筛分仪器，高压釜与热学测试仪器，试验箱及试验设备等。,"Balances and weights, centrifuges and screening equipment, autoclave and thermal testing equipment, test boxes and test equipment."
N62,应变仪、铸造仪器、动力测试仪器,"Strain gauges, casting instruments, power testing instruments",N60/69,应变测量仪，应力应变数据处理装置，转矩转速仪，油耗仪，打滑率测定仪，高低压指示装置，四参数动力测试仪，型砂试验仪器，合金铸造性能测试仪器，铸件质量测试仪器等。,"Strain gauges, stress-strain data processing devices, torque speedometers, fuel consumption meters, slip rate testers, high and low pressure indicating devices, four-parameter dynamic testers, sand testing instruments, alloy casting performance testing instruments, casting quality testing instruments, etc."
N63,土壤与农作物测试仪器,Soil and crop testing instruments,N60/69,承压仪、渗透仪、土攘硬度仪、土壤温度仪，土壤水分速测仪，种子物理性能测定仪、禾苗强度测定仪、作物茎干物理性能测定仪、磁性金属测定仪等。,"Pressure gauge, permeameter, soil hardness tester, soil temperature meter, soil moisture velocity tester, seed physical performance tester, seedling strength tester, crop stem physical property tester, magnetic metal detector, etc."
N64,实验室用玻璃、陶瓷、塑料器皿,"Laboratory glass, ceramics, plastic utensils",N60/69,量杯、烧瓶、试管、漏斗、滴定管等。,"Measuring cups, flasks, test tubes, funnels, burettes, etc."
N65,声学仪器与测震仪,Acoustic and seismograph,N60/69,声级计、噪声测量仪、声级校准仪，压电加速计，视分放大器，超低频功率放大器，振动测量仪，机械阻抗测试装置，定音响振动分析装置等。,"Sound level meter, noise measuring instrument, sound level calibrator, piezoelectric accelerometer, visual amplifier, ultra-low frequency power amplifier, vibration measuring instrument, mechanical impedance test device, fixed sound vibration analysis device, etc."
N67,金相试验仪器及其他试验室仪器,Metallographic test equipment and other laboratory equipment,N60/69,,
N68,真空检测仪表与装置,Vacuum detection instruments and devices,N60/69,,
N70,试验机与无损探伤仪器综合,Test machine and non-destructive testing equipment,N70/79,参数系列、设计导则、通用基础件与附属装置、通用工艺守则等。,"Parameter series, design guidelines, general base parts and accessories, general process rules, etc."
N71,金属材料试验机,Metal material testing machine,N70/79,拉压、扭转、硬度、冲击、疲劳、蠕变等试验机。,"Pulling, twisting, hardness, impact, fatigue, creep and other testing machines."
N72,非金属材料试验机,Non-metallic material testing machine,N70/79,塑料、橡胶、木材、纸张、皮革、纤维、陶瓷、涂层等试验机。,"Testers for plastics, rubber, wood, paper, leather, fiber, ceramics, and coatings."
N73,机械振动、冲击设备与动平衡机,"Mechanical vibration, impact equipment and balancing machine",N70/79,机械、电动、电液伺服的冲击台、碰撞台、振动台、动平衡机及其安全装置等。,"Impact table, collision table, vibration table, dynamic balancer and its safety device for mechanical, electric and electrohydraulic servos."
N74,力与变形测试仪器,Force and deformation test equipment,N70/79,测力计、转距计、负荷传感器、引伸计等。,"Dynamometers, torque meters, load sensors, extensometers, etc."
N75,工艺试验机与包装试验机,Process testing machine and packaging testing machine,N70/79,原料磨损试验机，四球摩擦试验机，环块磨损试验机。杯定试验机，弹簧试验机，滚动、自由跌落、倾斜跌落、弹跳、堆垛等包装试验机。,"Raw material wear tester, four ball friction tester, ring block wear tester. Cup testing machine, spring testing machine, rolling, free fall, tilt and drop, bouncing, stacking and other packaging testing machine."
N77,超声波与声放射探伤仪器,Ultrasonic and acoustic radiation inspection equipment,N70/79,超声波探伤仪、超声波探头、声放射探伤仪、换能器等。,"Ultrasonic flaw detectors, ultrasonic probes, acoustic radiation flaw detectors, transducers, etc."
N78,Ｘ射线、磁粉、荧光及其他探伤仪器,"X-ray, magnetic powder, fluorescence and other inspection equipment",N70/79,,
N91,地球科学仪器,Earth science instruments,N90/99,测绘仪器，地球物理观测仪器，地质勘探仪器等。,"Surveying and Mapping Instruments, Geophysical Observation Instruments, Geological Exploration Instruments, etc."
N92,海洋仪器,Marine instruments,N90/99,术语、环境试验条件及其试验方法、海洋水文观测仪器、海洋物理仪器、海洋化学仪器、海洋地质仪器、海洋生物仪器、海洋监测浮标等。与气象仪器通用的入N95。,"Terms, environmental test conditions and test methods, marine hydrological observation instruments, marine physics instruments, marine chemistry instruments, marine geological instruments, marine biological instruments, marine monitoring buoys, etc. Universal N95 with weather instruments."
N93,水文与水利仪器,Hydrology and water conservancy equipment,N90/99,流速计、土工试验仪器、大坝观察仪器等。,"Tachometers, geotechnical test instruments, dam observation instruments, etc."
N94,天文仪器,Astronomical instrument,N90/99,天文望远镜、天体测量仪器、人造天体观察仪器、天象仪等。,"Astronomical telescopes, astrometry instruments, artificial celestial observation instruments, planetariums, etc."
N95,气象仪器,Meteorological instrument,N90/99,地面台站用仪器，高空、海洋、工业监测及农业用气象仪器等。,"Ground station equipment, high altitude, ocean, industrial monitoring and meteorological instruments for agriculture."
N96,时间计量仪器,Time measuring instruments,N90/99,计时仪器，定时仪器，医疗、体育特殊用途钟表及石英钟、天文钟、分子钟、原子钟等。时间基准（标准）入A57。日用钟表入Y11。,"Timing instruments, timing instruments, medical and sports special-purpose watches, quartz clocks, astronomical clocks, molecular clocks, atomic clocks, etc. The time base (standard) enters A57. Daily clock into Y11."
P00,标准化、质量管理,"Standardization, quality management",P00/09,标准化工作法规，导则，质量监督与检验法规、导则，工程全面质量管理等。,"Standardization work regulations, guidelines, quality supervision and inspection laws and regulations, guidelines, project total quality management, etc."
P01,技术管理,Technical management,P00/09,工程技术责任制、工程技术管理、技术档案管理、机具管理等。,"Engineering responsibility system, engineering technology management, technical file management, machine tool management, etc."
P02,经济管理,Economic management,P00/09,工程经济管理条例、办法，投资项目评价方法与参数，投资估算指标，用地指标，工期定额，设计周期定额，材料消耗定额，概预算定额，费用定额，单位造价指标，材料与设备预算价格，劳动定额，财务管理，成本核算，技术经济评价等。,"Engineering Economic Management Regulations and Methods, Investment Project Evaluation Methods and Parameters, Investment Estimate Indicators, Land Use Indicators, Duration Quota, Design Cycle Quota, Material Consumption Quota, Estimated Budget Quota, Cost Quota, Unit Cost Index, Material and Equipment Budget Price, Labor Quota, financial management, cost accounting, technical economic evaluation, etc."
P04,基础标准与通用方法,Basic standards and general methods,P00/09,术语、符号、制图，通用检测试验方法，通用气象参数，工矿企业总图等。,"Terms, symbols, drawings, general inspection test methods, general meteorological parameters, general drawings of industrial and mining companies, etc."
P07,电子计算机应用,Electronic computer applications,P00/09,,
P09,卫生、安全、劳动保护,"Health, safety, labor protection",P00/09,劳动卫生，施工安全，劳动保护规定等。,"Labor hygiene, construction safety, labor protection regulations, etc."
P10,工程勘察与岩土工程综合,Engineering survey and geotechnical engineering integration,P10/14,术语、符号、制图等。,"Terms, symbols, drawings, etc."
P11,工程测量,Engineering measurement,P10/14,矿山、铁路、公路、水利、电力、工业企业及城市测量等。,"Mines, railways, highways, water conservancy, electric power, industrial companies, and urban surveys."
P12,工程水文,Engineering hydrology,P10/14,水系径流测量，泥沙含量，洪水观测，水文计算，地面水资源平价等。,"Water runoff measurement, sediment content, flood observations, hydrological calculations, surface water resource parity, etc."
P13,工程地质、水文地质勘察与岩土工程,"Engineering geology, hydrogeological survey and geotechnical engineering",P10/14,各类工程水文地质勘察，地下水资源评价，地热水勘察，城市规划地质勘察，各类工程地质勘察，岩土分类、评价与鉴定，土体边坡稳定性评价，地基承载力测定，土工试验等。,"Various types of engineering hydrogeological survey, groundwater resources assessment, geothermal survey, urban planning geological survey, various types of engineering geological survey, geotechnical classification, evaluation and appraisal, soil slope stability evaluation, foundation bearing capacity determination, geotechnical test Wait."
P14,工程物探与遥感勘探,Geophysical prospecting and remote sensing exploration,P10/14,重力、磁法、电法、地震勘探，放射性测量和地球物理测量，遥感技术在工程地质勘察和水文地质勘察中的应用。,"Gravity, magnetic, electrical, seismic exploration, radiometric and geophysical measurements, and the application of remote sensing technology in engineering geological surveys and hydrogeological surveys."
P15,工程抗震,Earthquake resistance,P15/19,基础标准，地震裂度与设防等级，震害预测，各类工程建筑物、构筑物、管道、线路、设备的抗震等。,"Basic standards, seismic cracking and fortification levels, earthquake damage prediction, earthquake resistance of various types of engineering buildings, structures, pipelines, lines, and equipment."
P16,工程防火,Fire protection,P15/19,基础标准，材料与结构的耐火性能、耐火等级，各类工矿企业与民用建筑设计防火，各类灭火系统、火灾自动报警系统、消防自动控制系统、灭火器装置等。,"Basic standards, fire-resistance and fire-resistance grades of materials and structures, fire protection of various industrial and mining enterprises and civil buildings, various types of fire-extinguishing systems, automatic fire alarm systems, automatic fire control systems, fire extinguisher devices, etc."
P18,人防工程,Civil air defense engineering,P15/19,基础标准，各类坑道式和附建式人防工程。,"Basic standards, various types of tunnels and additional civil air defense projects."
P20,工程结构综合,Engineering structure - general,P20/29,术语、符号、图例，结构统一标准。负荷，结构试验等。,"Terms, symbols, legends, structural uniform standards. Load, structural tests, etc."
P21,土石方、遂道工程,"Earthwork, tunnel engineering",P20/29,土石方，爆破、滑坡处理，水下土石方处理挡土墙、井巷、隧道、洞库工程等。,"Earthwork, blasting, landslide treatment, subterranean earth and stone processing retaining walls, wells, tunnels, caverns and other projects."
P22,地基、基础工程,Foundation and foundation engineering,P20/29,天然地基、桩基、特殊地基，地基防水，地基加固，地下加固，地下连续墙，沉井、沉箱、锚桩，设备基础等。,"Natural foundation, pile foundation, special foundation, waterproof foundation, ground reinforcement, underground reinforcement, underground continuous wall, caisson, caisson, anchor pile, equipment foundation, etc."
P23,木结构工程,Wood structure engineering,P20/29,木材性能试验，木材处理，木结构、复合材料结构、胶合木结构等。,"Wood performance test, wood treatment, wood structure, composite structure, glued wood structure, etc."
P24,砌体结构工程,Masonry structure engineering,P20/29,砖和砌块性能试验，砂浆、砖石砌体结构、砌块砌体结构、工业窑炉结构等。,"Brick and block performance tests, mortar, masonry masonry structure, block masonry structure, industrial furnace structure and so on."
P25,混凝土结构工程,Concrete structure engineering,P20/29,混凝土性能试验，混凝土结构、钢筋混凝土结构、预应力混凝土结构、轻混凝土结构、聚合物混凝土结构、特殊混凝土结构等。,"Concrete performance test, concrete structure, reinforced concrete structure, prestressed concrete structure, light concrete structure, polymer concrete structure, special concrete structure, etc."
P26,金属结构工程,Metal structure engineering,P20/29,铆接、焊接与高强螺栓联接工艺，钢结构、铝合金结构、特种钢结构等。,"Riveting, welding and high-strength bolt connection process, steel structure, aluminum alloy structure, special steel structure, etc."
P27,组合结构工程,Combined structure engineering,P20/29,钢、混凝土组合结构，钢管混凝土结构、劲性钢筋混凝土结构、外包钢混凝土结构、钢木组合结构等。,"Steel and concrete composite structures, concrete-filled steel tubular structures, reinforced concrete structures, steel-encased concrete structures, steel-wood composite structures, etc."
P28,桥涵工程,Bridge and culvert engineering,P20/29,铁路、公路、市政、水利等桥梁与涵洞工程。,"Railways, highways, municipalities, water conservancy and other bridges and culverts."
P30,工业与民用建筑工程综合,Industrial and civil construction engineering,P30/39,术语、符号、制图、模数、尺寸系列，建筑气候分区，建筑物、构筑物等级等。,"Terms, symbols, drawings, modules, size series, building climate divisions, buildings, structures, etc."
P31,建筑物理,Building physics,P30/39,建筑热工、采光、照明、声学、节能及其测试评价方法等。,"Building thermal engineering, lighting, lighting, acoustics, energy conservation, and test evaluation methods."
P32,建筑构造与装饰工程,Architectural construction and decoration engineering,P30/39,楼面、地面、屋面、内墙、外墙、顶棚、隔断、楼梯、门窗等，防水、防火、防腐蚀、防电磁辐射等构造措施，刷浆、喷涂、裱糊、块材饰面、锦饰、壁饰、雕壁等。,"Floors, floors, roofs, interior walls, exterior walls, ceilings, partitions, stairs, doors, windows, etc., waterproof, fireproof, anti-corrosion, anti-electromagnetic radiation and other structural measures, brushing, spraying, paste, block decoration, Jin decoration , wall decorations, carved walls and so on."
P33,居住与公共建筑工程,Residence and public building engineering,P30/39,居住建筑，办公、科教、文体、医疗、福利、博览、交通、邮电、商业、服务等公共建筑。,"Residential buildings, offices, science, education, sports, medical, welfare, Expo, transportation, post and telecommunications, commerce, services and other public buildings."
P34,工业建筑工程,Industrial construction engineering,P30/39,矿山、冶金、石油、化工、机械、核能、电子、电力、医药、轻工、纺织、建材、屠宰、仓储等工业建筑。,"Mining, metallurgy, petroleum, chemical, machinery, nuclear energy, electronics, electricity, medicine, light industry, textiles, building materials, slaughter, warehousing and other industrial buildings."
P35,农林牧渔业建筑工程,"Agriculture, forestry, animal husbandry and fishery construction project",P30/39,农业、林业、蓄禽饲养、水产加工等房屋建筑。,"Agriculture, forestry, poultry breeding, fish processing and other housing construction."
P36,建筑维修工程,Building maintenance engineering,P30/39,工业与民用房屋鉴定及维修工程，古建筑维修等。,"Industrial and civil housing appraisal and maintenance engineering, ancient building maintenance, etc."
P40,给水、排水工程综合,Water supply and drainage engineering,P40/44,术语、符号、制图、给水量、排水量、水质及水源卫生防护等。,"Terms, symbols, drawings, water supply, drainage, water quality and water source protection."
P41,室外给水、排水工程,Outdoor water supply and drainage works,P40/44,工业与民用取水、输配水与水处理，雨水、污水管道及泵站，污水、污泥处理、利用、运营及维修等。,"Industrial and civil water intake, water distribution and water treatment, rainwater, sewage pipelines and pumping stations, sewage, sludge treatment, utilization, operation and maintenance."
P42,建筑给水、排水工程,Building water supply and drainage engineering,P40/44,建筑给水、排水系统，加压与供热水系统等工程。,"Building water supply, drainage systems, pressurization and hot water supply systems, etc."
P45,供热、供气、空调及制冷工程综合,"Heating, air supply, air conditioning and refrigeration engineering",P45/49,术语、符号、制图等。,"Terms, symbols, drawings, etc."
P46,供热、采暖工程,Heating and heating engineering,P45/49,供热系统、采暖分区与采暖系统，供热管道、锅炉房的运营及维修等。,"Heating system, heating partition and heating system, heating pipeline, boiler room operation and maintenance, etc."
P47,供气工程,Gas supply project,P45/49,燃气、氧气、氮气、乙炔气、压缩空气等制气站，输气管道、室内燃气供应系统的运营及维修等。,"Gas, oxygen, nitrogen, acetylene gas, compressed air and other gas stations, gas pipelines, indoor gas supply system operations and maintenance."
P48,通风、空调工程,"Ventilation, air-conditioning engineering",P45/49,通风、空调、除尘、空气净化等系统及其运营维修等。,"Ventilation, air conditioning, dust removal, air purification systems and their operation and maintenance."
P49,制冷工程,Refrigeration engineering,P45/49,冷冻、冷藏系统及冷库等工程。,"Refrigeration, refrigeration systems and cold storage projects."
P50,城乡规划,Town and country planning,P50/54,基础标准，城市规划用地、城市居住区规划、乡镇建设规划、风景名胜区规划等。,"Basic standards, land for urban planning, planning of urban residential areas, planning for township development, planning of scenic spots, etc."
P51,城市交通工程,Urban traffic engineering,P50/54,基础标准，城市道路、轮渡码头、公共交通及其运营与维修等。地下铁道部分入P65。,"Basic standards, urban roads, ferry terminals, public transportation, and operations and maintenance. Part of the underground railway enters P65."
P52,索道工程,Cableway engineering,P50/54,基础工程，客、货运输索道及其安全维护等。,"Basic engineering, passenger and cargo transport ropeways, and their safety and maintenance."
P53,园林绿化与市容卫生,Landscaping and sanitation,P50/54,基础标准，城市绿化、园林、风景名胜的保护、市容卫生、环境卫生、城市垃圾处理等。,"Basic standards, urban greening, gardens, protection of scenic spots, sanitation, sanitation, and urban waste disposal."
P55,水利、水电工程综合,Water conservancy and hydropower project - general,P55/59,术语、符号、制图、水工试验等。,"Terms, symbols, drawings, hydraulic tests, etc."
P56,流域规划与江河整治工程,Watershed planning and river improvement project,P55/59,江、河、湖、泊规划，水资源开发利用，区域和水流域治理工程等。,"Rivers, lakes, lakes, parking planning, water resources development and utilization, regional and watershed management projects, etc."
P57,灌溉排水与水土保持工程,Irrigation drainage and soil and water conservation engineering,P55/59,灌溉、排水系统，提水、喷滴灌工程，土攘改良、各类防护林等。,"Irrigation, drainage systems, water lifting, drip irrigation, soil improvement, various types of shelter forests, etc."
P58,防洪、排涝工程,Flood control and drainage project,P55/59,城乡与工矿区的防洪、排涝工程等。,Flood prevention and drainage projects in urban and rural areas and industrial and mining areas.
P59,水电工程,Hydropower project,P55/59,枢纽工程等级，各种闸坝、溢洪道、输水渠道、通航与过木等水工构筑物，导截流土石方开挖与填筑，水力发电站工程等。,"Hub engineering grades, various dams, spillways, water conveyance channels, navigable and over-wood hydraulic structures, diversion and filling of earth and stone for river closures, and hydroelectric power station projects."
P60,电力工程综合,Power engineering integration,P60/64,术语、符号、制图等。,"Terms, symbols, drawings, etc."
P61,发电站工程,Power station engineering,P60/64,火力发电站、核能发电站、燃气轮机发电站、地热发电站、潮汐发电站、风力发电站、太阳能发电站等工程。水力发电站工程入P59。,"Thermal power stations, nuclear power stations, gas turbine power stations, geothermal power stations, tidal power stations, wind power stations, solar power stations and other projects. Hydroelectric power station works into P59."
P62,输、变电工程,Transmission and transformation engineering,P60/64,送电线路、变电所、过电压保护、继电保护和自动控制、线路安全防护等。,"Transmission lines, substations, overvoltage protection, relay protection and automatic control, line security protection, etc."
P63,供、配电工程,Supply and distribution engineering,P60/64,工业用民用供电系统，高、低压配电装置，通用及电热设备电力装置，危险场所电力装置，防雷与接地装置，照明配电线路及装置等。,"Industrial civilian power supply systems, high and low voltage power distribution equipment, general and electric power equipment, hazardous area power equipment, lightning protection and grounding devices, lighting distribution circuits and devices."
P64,核工业工程,Nuclear industry engineering,P60/64,基础标准，铀矿冶炼、浓缩铀生产辐射防护工程，辐射环境质量评价等。,"Basic standards, uranium ore smelting, uranium enrichment radiation protection engineering, radiation environmental quality assessment, etc."
P65,铁路工程,Railway engineering,P65/69,基础标准，铁路干线，工业企业铁路、林区铁路、地方铁路、地下铁道、轻轨交通的线路、站场及枢纽，牵引供电，信号及通信等工程。,"Basic standards, railway trunk lines, railways for industrial enterprises, railways for forests in regions, railways for local railways, underground railways, light rail transit, stations and hubs, traction power supply, signals and communications, etc."
P66,公路工程,Road construction,P65/69,基础标准，路基、路面、标志、通信、防护设施、客货站，林区公路等工程。,"Basic standards, roadbeds, roads, signs, communications, protective facilities, passenger and cargo terminals, forest roads and other projects."
P67,港口与航道工程,Port and waterway engineering,P65/69,基础标准，港口总体设计，码头、防波堤、航道疏和整治，船闸、航标等工程。,"Basic standards, overall design of ports, piers, breakwaters, dredging and rectification of navigation channels, ship locks, navigation marks, etc."
P68,航空、航天工程,Aviation and aerospace engineering,P65/69,基础标准，导航雷达系统、机场跑道、航天地面设备等工程。,"Basic standards, navigation radar systems, airport runways, aerospace ground equipment and other projects."
P70,矿山、煤炭工程,Mine and coal engineering,P70/79,基础标准，井巷、露天剥离、采矿与运输、洗选工程等。,"Basic standards, wells, open strip, mining and transportation, washing and other projects."
P71,石油工程,Petroleum engineering,P70/79,基础标准，陆地、海洋油气田工程等。,"Basic standards, land and sea oil and gas field projects."
P72,石化、化工工程,"Petrochemical, chemical engineering",P70/79,基础标准，炼油厂、石油化工厂、化纤厂、化肥厂、碱厂等。,"Basic standards, refineries, petrochemical plants, chemical fiber plants, chemical fertilizer plants, alkali plants, etc."
P73,冶金工业工程,Metallurgical industry engineering,P70/79,基础标准，黑色和有色金属的烧结厂、冶炼厂、轧制厂、加工厂等。,"Basic standards, black and non-ferrous metal sintering plant, smelter, rolling mill, processing plant and so on."
P74,建筑材料工业工程,Building materials industrial engineering,P70/79,基础标准，非金属矿加工厂、玻璃厂、水泥厂、陶瓷厂、耐火材料厂、玻璃钢厂、人工晶体厂等。,"Basic standards, non-metallic ore processing plants, glass factories, cement plants, ceramics factories, refractories, fiberglass plants, artificial crystal plants, etc."
P75,林产工业工程,Forestry industry engineering,P70/79,基础标准，林业局（场）总体设计，木材水陆运输，各类制材、人造板、林产化学工业工程等。,"Basic standards, the overall design of the Forestry Bureau (farm), transport of timber land and water, all kinds of timber, wood-based panels, forest chemical industrial engineering, etc."
P76,通信工程,Communication engineering,P70/79,基础标准，邮电局，通信电源，长途通信、微波通信、光纤通信、通信卫星地面站、工业企业通信等工程。,"Basic standards, Posts and Telecommunications, communications power, long-distance communications, microwave communications, fiber optic communications, communications satellite ground stations, industrial enterprise communications and other projects."
P77,广播、电影、电视工程,"Radio, film, tv engineering",P70/79,基础标准，播控，节目传送，发送天馈线系统，收听、监测试验，有线广播、电视等工程。,"Basic standards, broadcast control, program delivery, sending antenna feeder systems, listening, monitoring tests, cable radio, television and other projects."
